"2016-10-25 23:13:41.858480",ERROR,"could not read measurements DB",1,127.0.0.1
"2016-10-25 23:36:34.298148",ERROR,"could not read measurements DB",1,127.0.0.1
"2016-10-25 23:59:08.562625",AUTH,"Login admin SUCCESS.",,127.0.0.1
"2016-10-25 23:59:26.674200",AUTH,"Reset password for admin",,127.0.0.1
"2016-10-25 23:59:38.332612",AUTH,"User admin has logged out.",,127.0.0.1
